food_cd,food_nm,reason
P114-400020100-1866,후쿠진스케(건조무우80%),중복 FOOD_CD
P114-400020100-1878,깻잎무침,중복 FOOD_CD
P114-400020100-1884,다조은 골드락교,중복 FOOD_CD
P114-400020100-1885,다조은 캔락교,중복 FOOD_CD
P114-400020100-1923,백초생강(생강55%),중복 FOOD_CD
P114-400020100-1959,올리브 알라 글리샤,중복 FOOD_CD
P114-400020100-2000,푸링짜사이,중복 FOOD_CD
P114-400020100-2017,갓 장아찌,중복 FOOD_CD
P114-400020100-2020,고들빼기무침,중복 FOOD_CD
P114-400020100-2021,고추지,중복 FOOD_CD
P114-400020100-2027,그린 할라피뇨 슬라이스,중복 FOOD_CD
P114-400020100-2034,다락알타리무장아찌,중복 FOOD_CD
P114-400020100-2044,라운드 슬라이스 그린 올리브,중복 FOOD_CD
P114-400020100-2048,마늘쫑무침,중복 FOOD_CD
P114-400020100-2059,미니락교,중복 FOOD_CD
P114-400020100-2062,백초생강,중복 FOOD_CD
P114-400020100-2064,복신지(후쿠진스케),중복 FOOD_CD
P114-400020100-2086,시바스케(오이80%),중복 FOOD_CD
P114-400020100-2096,양념고추지,중복 FOOD_CD
P114-400020100-2101,양념우엉(2kg),중복 FOOD_CD
P114-400020100-2114,염장연근,중복 FOOD_CD
P114-400020100-2115,염장연근(1KGX10EA),중복 FOOD_CD
P114-400020100-2118,오향절임고추,중복 FOOD_CD
P114-400020100-2119,올리브 노첼라라 델 벨리체 (DOPWKBG025),중복 FOOD_CD
P114-400020100-2133,자이언트 그린 피티트 올리브 칠리앤라임,중복 FOOD_CD
P114-400020100-2136,적초생강,중복 FOOD_CD
P114-400020100-2144,칭솽짜차이절임,중복 FOOD_CD
P114-400020100-2163,하늘초 고추지(4kg),중복 FOOD_CD
P114-400020100-2415,간장고추,중복 FOOD_CD
P114-400020100-2418,간장궁채,중복 FOOD_CD
P114-400020100-2448,공차이,중복 FOOD_CD
P114-400020100-2454,그린 체리놀라 올리브 (CEP032VVA),중복 FOOD_CD
P114-400020100-2474,당근채,중복 FOOD_CD
P114-400020100-2491,라코스테냐 토마틸로,중복 FOOD_CD
P114-400020100-2507,매실간장깻잎,중복 FOOD_CD
P114-400020100-2512,매콤담백 고추실채,중복 FOOD_CD
P114-400020100-2529,무말랭이무침,중복 FOOD_CD
P114-400020100-2588,스패니쉬 블랙올리브 슬라이스 (3.15kg),중복 FOOD_CD
P114-400020100-2595,신락교,중복 FOOD_CD
P114-400020100-2596,신락교,중복 FOOD_CD
P114-400020100-2610,알마늘,중복 FOOD_CD
P114-400020100-2617,양념깻잎,중복 FOOD_CD
P114-400020100-2618,양념깻잎,중복 FOOD_CD
P114-400020100-2619,양념깻잎,중복 FOOD_CD
P114-400020100-2620,양념깻잎,중복 FOOD_CD
P114-400020100-2648,염장연근,중복 FOOD_CD
P114-400020100-2663,오이채 4kg,중복 FOOD_CD
P114-400020100-2673,우엉절임가다랑어맛,중복 FOOD_CD
P114-400020100-2675,웨이라짜차이절임,중복 FOOD_CD
P114-400020100-2679,위메이 사천마라반,중복 FOOD_CD
P114-400020100-2700,초산고추절임,중복 FOOD_CD
P114-400020100-2702,초절임고추,중복 FOOD_CD
P114-400020100-2707,초절임생강(채)(생강70% 초산0.6%함유),중복 FOOD_CD
P114-400020100-2709,초절임생강채,중복 FOOD_CD
P114-400020100-2710,초절임생강채,중복 FOOD_CD
P114-400020100-2713,최가네 새콤달콤쌈무,중복 FOOD_CD
P116-200020100-0129,플라틴,중복 FOOD_CD
P116-200020100-0137,세몰라 리마치나타,중복 FOOD_CD
P116-200020100-0147,파심 밀가루,중복 FOOD_CD
P116-200020100-0161,도피오제로 밀가루,중복 FOOD_CD
P116-200020100-0164,유기농통밀가루,중복 FOOD_CD
P116-200020100-0165,쿠오코,중복 FOOD_CD
P116-200020100-0170,폴셀리 이탈리아나,중복 FOOD_CD
P116-200020100-0171,00 아메리카나,중복 FOOD_CD
P116-200020100-0185,폴셀리 화이트00,중복 FOOD_CD
P116-200020100-0188,듀럼밀 세몰라,중복 FOOD_CD
P116-200020100-0191,수페리오레,중복 FOOD_CD
P116-200020100-0193,오로,중복 FOOD_CD
P116-200020100-0195,폴셀리 비바체,중복 FOOD_CD
P116-200020100-0196,폴셀리 수퍼,중복 FOOD_CD
P116-200020100-0197,폴셀리 콘템포라네아,중복 FOOD_CD
P116-200020100-0198,폴셀리 클레시카,중복 FOOD_CD
P116-200020100-0199,프롤라,중복 FOOD_CD
P116-200020100-0201,피제리아 밀가루(25KG),중복 FOOD_CD
P116-200020200-0008,토니제미냐니캘리포니아아티산,중복 FOOD_CD
P116-200020200-0009,밀가루 T45 - 9828610,중복 FOOD_CD
P116-301030100-0121,고 넛츠 유기농 피넛버터,중복 FOOD_CD
P116-301030100-0130,땅콩버터 스무스,중복 FOOD_CD
P116-301030100-0141,메리디안 유기농 스무드 땅콩버터,중복 FOOD_CD
P116-301030100-0148,본마망 피넛 스프레드 스무스,중복 FOOD_CD
P116-301030100-0163,퀸즈트리 피넛버터 크런치,중복 FOOD_CD
P116-301030100-0192,윌리스 피넛버터 크리미,중복 FOOD_CD
P116-302030200-0028,구운양파아몬드,중복 FOOD_CD
P116-302030200-0070,먼투썬 하루견과 블랙,중복 FOOD_CD
P116-302030200-0074,먼투썬 하루견과 퍼플,중복 FOOD_CD
P116-302030200-0472,믹스넛츠,중복 FOOD_CD
P116-302030200-0980,까먹는 밤의여왕,중복 FOOD_CD
P116-302030200-0981,껍질구운캐슈넛,중복 FOOD_CD
P116-302030200-1004,달콤맛밤 달밤,중복 FOOD_CD
P116-302030200-1010,땅콩참깨장,중복 FOOD_CD
P116-302030200-1059,볶음땅콩,중복 FOOD_CD
P116-302030200-1069,볶음땅콩반태,중복 FOOD_CD
P116-302030200-1078,볶음땅콩분태,중복 FOOD_CD
P116-302030200-1089,볶음피땅콩,중복 FOOD_CD
P116-302030200-1123,시베리안파인 잣가루 200G,중복 FOOD_CD
P116-302030200-1136,약밤,중복 FOOD_CD
P116-302030200-1157,은행 튀김,중복 FOOD_CD
P116-302030200-1166,찹쌀땅콩,중복 FOOD_CD
P116-302030200-1172,촉촉한 밤,중복 FOOD_CD
P116-302030200-1197,커피땅콩,중복 FOOD_CD
P116-302030200-1198,커피땅콩,중복 FOOD_CD
P116-302030200-1199,커피땅콩,중복 FOOD_CD
P116-302030200-1216,튀김땅콩,중복 FOOD_CD
P116-302030200-1219,튀김땅콩,중복 FOOD_CD
P116-302030200-1229,피넛 위드 세사미,중복 FOOD_CD
P116-302030200-1261,껍질째 구은 통 마카다미아,중복 FOOD_CD
P116-302030200-1263,꿀땅콩,중복 FOOD_CD
P116-302030200-1306,볶음땅콩,중복 FOOD_CD
P116-302030200-1313,볶음땅콩분태,중복 FOOD_CD
P116-302030200-1321,소사 아몬드 파우더 - 41464,중복 FOOD_CD
P116-302030200-1354,찹쌀땅콩,중복 FOOD_CD
P116-302030200-1371,커피땅콩,중복 FOOD_CD
P116-302030200-1389,튀김땅콩,중복 FOOD_CD
P116-302030200-1402,헤이즐넛 프랄린 - 2258,중복 FOOD_CD
P116-302030200-1419,노티넛츠 메이플 시나몬,중복 FOOD_CD
P116-302030200-1420,노티넛츠 오리지널,중복 FOOD_CD
P116-302030200-1458,해든마루 믹스넛츠,중복 FOOD_CD
P116-302030200-1523,구운땅콩,중복 FOOD_CD
P116-302030200-1524,껍질째 구운 통 마카다미아,중복 FOOD_CD
P116-302030200-1529,꿀땅콩,중복 FOOD_CD
P116-302030200-1543,볶음땅콩,중복 FOOD_CD
P116-302030200-1547,볶음땅콩,중복 FOOD_CD
P116-302030200-1578,점보사이즈 구운캐슈넛,중복 FOOD_CD
P116-302030200-1580,짠돌이땅콩(1000g),중복 FOOD_CD
P116-302030200-1595,군밤,중복 FOOD_CD
P116-302030200-1599,달달 맛밤,중복 FOOD_CD
P116-302030200-1613,볶음땅콩반태,중복 FOOD_CD
P116-302030200-1617,볶음땅콩분태,중복 FOOD_CD
P116-302030200-1627,술고래땅콩 (마라맛),중복 FOOD_CD
P116-302030200-1638,커피땅콩,중복 FOOD_CD
P116-302030200-1641,테이크넛 크리스피 제스티 오렌지,중복 FOOD_CD
P116-302030200-1663,구운땅콩,중복 FOOD_CD
P116-302030200-1681,먼투썬 금요일,중복 FOOD_CD
P116-302030200-1683,먼투썬 수요일,중복 FOOD_CD
P116-302030200-1684,먼투썬 월요일,중복 FOOD_CD
P116-302030200-1686,먼투썬 토요일,중복 FOOD_CD
P116-302030200-1687,먼투썬 화요일,중복 FOOD_CD
P116-302030200-1696,볶음땅콩,중복 FOOD_CD
P116-302030200-1702,볶음땅콩분태,중복 FOOD_CD
P116-302030200-1708,새빨간 볶음땅콩,중복 FOOD_CD
P116-302030200-1727,테이크넛 크리스피 더스티드 초콜릿,중복 FOOD_CD
P116-302030200-1728,테이크넛 크리스피 딥 씨위드,중복 FOOD_CD
P116-302030200-1730,테이크넛 크리스피 스파이시 치즈,중복 FOOD_CD
P116-302030200-1731,테이크넛 토스티드 세서미,중복 FOOD_CD
P116-302030200-1759,피스타치오앤구운껍질캐슈넛,중복 FOOD_CD
P116-302030200-1849,슬라이스 아몬드 [#1386722],중복 FOOD_CD
P116-302030200-1851,알큰볶음땅콩,중복 FOOD_CD
P116-302030200-1862,튀김땅콩,중복 FOOD_CD
P116-303030200-0370,시칠리안 피스타치오 페이스트 엠1,중복 FOOD_CD
P116-303030200-0379,체스트넛 스프레드,중복 FOOD_CD
P116-303030200-0382,체스트넛 페이스트,중복 FOOD_CD
P116-303030200-0388,피스타치오 페이스트,중복 FOOD_CD
P116-303030200-0417,마지판 모,중복 FOOD_CD
P116-303030200-0479,화이트볼,중복 FOOD_CD
P116-303030200-0537,씨위드 크런치 위드 넛츠 스파이스치즈,중복 FOOD_CD
P116-303030200-0538,씨위드 크런치 위드 넛츠 와사비,중복 FOOD_CD
P116-303030200-0539,씨위드 크런치 위드 넛츠 치즈,중복 FOOD_CD
P116-303030200-0563,피스타치오 크림 [#682334],중복 FOOD_CD
P116-303030200-0571,땅콩스프레드,중복 FOOD_CD
P116-303030200-0580,에르메 프랄린 누아제트 - 8130,중복 FOOD_CD
P116-303030200-0593,피에몬테 PGI 헤이즐넛 페이스트 - 20020,중복 FOOD_CD
P116-400040000-0138,농협 저당 쌀시리얼,중복 FOOD_CD
P116-400040000-0140,행복한맛남 콘스위트 시리얼,중복 FOOD_CD
P116-400070200-0250,뉴클래식그래놀라,중복 FOOD_CD
P116-400070200-0284,늘그래놀라 카카오&시나몬 믹스,중복 FOOD_CD
P116-400070200-0387,해든마루 오리지널 그래놀라,중복 FOOD_CD
P116-400070200-0388,해든마루 초코그래놀라,중복 FOOD_CD
P116-400070200-0409,조단스 뮤즐리,중복 FOOD_CD
P116-400070200-0412,훅스 유기농 레드후르츠 크런치,중복 FOOD_CD
P116-400070200-0413,훅스 유기농 초콜렛 크런치,중복 FOOD_CD
P116-701070100-0290,Estrofill 에스트로필,중복 FOOD_CD
P116-701070100-0889,건포도,중복 FOOD_CD
P116-701070100-0890,건포도,중복 FOOD_CD
P116-701070100-0892,건포도,중복 FOOD_CD
P116-701070100-0927,냉동 사워체리,중복 FOOD_CD
P116-701070100-0939,냉동 체리,중복 FOOD_CD
P116-701070100-0985,돌 냉동 슬라이스 바나나,중복 FOOD_CD
P116-701070100-0986,돌 냉동 파인애플 청크,중복 FOOD_CD
P116-701070100-1012,딸기 냉동 퓨레,중복 FOOD_CD
P116-701070100-1020,딸기 파우더 (300g),중복 FOOD_CD
P116-701070100-1025,레몬 냉동 퓨레,중복 FOOD_CD
P116-701070100-1028,리치스 트로피칼 후르츠 칵테일,중복 FOOD_CD
P116-701070100-1029,리치스 파인애플 슬라이스,중복 FOOD_CD
P116-701070100-1030,리치스 파인애플 청크,중복 FOOD_CD
P116-701070100-1041,베리업 블루베리,중복 FOOD_CD
P116-701070100-1042,베리업 스트로베리,중복 FOOD_CD
P116-701070100-1056,세네카 사우어 애플칩 (71g),중복 FOOD_CD
P116-701070100-1070,아넬라 호프 사과 퓨레,중복 FOOD_CD
P116-701070100-1088,옐로패션프루트 냉동퓨레,중복 FOOD_CD
P116-701070100-1157,골드 황도 슬라이스,중복 FOOD_CD
P116-701070100-1172,냉동 딸기,중복 FOOD_CD
P116-701070100-1258,냉동딸기퓨레,중복 FOOD_CD
P116-701070100-1265,냉동망고다이스,중복 FOOD_CD
P116-701070100-1278,냉동블루베리,중복 FOOD_CD
P116-701070100-1310,동결건조딸기분말,중복 FOOD_CD
P116-701070100-1329,리치스 파인애플 슬라이스 원터치,중복 FOOD_CD
P116-701070100-1335,만다린오렌지,중복 FOOD_CD
P116-701070100-1338,망고,중복 FOOD_CD
P116-701070100-1341,망고 컵,중복 FOOD_CD
P116-701070100-1342,망고 퓨레,중복 FOOD_CD
P116-701070100-1354,베르가못 냉동 퓨레,중복 FOOD_CD
P116-701070100-1356,복숭아,중복 FOOD_CD
P116-701070100-1357,복숭아 컵,중복 FOOD_CD
P116-701070100-1362,블랙체리 냉동 퓨레,중복 FOOD_CD
P116-701070100-1396,아이스 망고바,중복 FOOD_CD
P116-701070100-1411,에스앤더블유 프리미엄 파인애플 슬라이스,중복 FOOD_CD
P116-701070100-1429,자몽쌕,중복 FOOD_CD
P116-701070100-1449,코코넛밀크,중복 FOOD_CD
P116-701070100-1495,달콤허니 딸기망고블루베리,중복 FOOD_CD
P116-701070100-1497,달콤허니 망고바나나,중복 FOOD_CD
P116-701070100-1503,딸기망고블루베리스무디,중복 FOOD_CD
P116-701070100-1600,골드 황도 슬라이스,중복 FOOD_CD
P116-701070100-1612,냉동 딸기 다이스드,중복 FOOD_CD
P116-701070100-1616,냉동 만다린 농축 조제품,중복 FOOD_CD
P116-701070100-1617,냉동 망고,중복 FOOD_CD
P116-701070100-1642,냉동 패션후르츠 1KG,중복 FOOD_CD
P116-701070100-1648,냉동딸기,중복 FOOD_CD
P116-701070100-1656,냉동애플망고,중복 FOOD_CD
P116-701070100-1660,닥터브라이언 파이토 멜라토닌 츄어블 딸기맛,중복 FOOD_CD
P116-701070100-1675,망고,중복 FOOD_CD
P116-701070100-1679,바나나 냉동 퓨레,중복 FOOD_CD
P116-701070100-1684,세네카 그래니스미스 애플칩 (71g),중복 FOOD_CD
P116-701070100-1685,세네카 핑크레이디 애플칩 (71g),중복 FOOD_CD
P116-701070100-1689,썬뷰 유기농 건적포도 (198g),중복 FOOD_CD
P116-701070100-1696,연근칩,중복 FOOD_CD
P116-701070100-1699,유기농 냉동 블루베리,중복 FOOD_CD
P116-701070100-1713,황도,중복 FOOD_CD
P116-701070100-1751,세네카 시나몬 애플칩 (71g),중복 FOOD_CD
P116-701070100-1770,건포도,중복 FOOD_CD
P116-701070100-1784,냉동딸기,중복 FOOD_CD
P116-701070100-1821,만다린 오렌지,중복 FOOD_CD
P116-701070100-1849,코코허그,중복 FOOD_CD
P116-701070100-1855,트로피칼 파인애플 슬라이스,중복 FOOD_CD
P116-701070100-1858,파인애플,중복 FOOD_CD
P116-701070100-1950,스위트 과일컵 딸기망고,중복 FOOD_CD
P116-701070100-1996,냉동 망고바,중복 FOOD_CD
P116-701070100-1997,통과일 아이스요거트 망고베리,중복 FOOD_CD
P116-701070100-2004,냉동 자몽,중복 FOOD_CD
P116-701070100-2011,냉동 패션후르츠,중복 FOOD_CD
P116-701070100-2018,냉동과일믹스,중복 FOOD_CD
P116-701070100-2037,냉동자이언트왕왕고,중복 FOOD_CD
P116-701070100-2066,만다린오렌지(감귤53.3%함유),중복 FOOD_CD
P116-701070100-2080,산사다유안주안,중복 FOOD_CD
P116-701070100-2083,산탄 끌라빠 시압 빠카,중복 FOOD_CD
P116-701070100-2084,산탄 켈라파 코코넛 크림,중복 FOOD_CD
P116-701070100-2095,안토넬라 폴파 엑스트라파인,중복 FOOD_CD
P116-701070100-2097,알로에 베라,중복 FOOD_CD
P116-701070100-2102,엘티 나타데코코 파인애플향,중복 FOOD_CD
P116-701070100-2116,재스퍼앤캐롯 파인애플 슬라이스  (3062g x 6ea),중복 FOOD_CD
P116-701070100-2118,재스퍼앤캐롯 파인애플 티드빗  (3062g x 6ea),중복 FOOD_CD
P116-701070100-2127,코코넛 밀크,중복 FOOD_CD
P116-701070100-2146,황도2절,중복 FOOD_CD
P116-702070100-0914,냉동 그린빈 컷,중복 FOOD_CD
P116-702070100-0915,냉동 그린빈 파인,중복 FOOD_CD
P116-702070100-0926,냉동 혼합야채 5종,중복 FOOD_CD
P116-702070100-0927,냉동가지튀김,중복 FOOD_CD
P116-702070100-0979,브래디드 어니언링,중복 FOOD_CD
P116-702070100-0985,산사빙탕후루(참깨맛),중복 FOOD_CD
P116-702070100-1015,죽순채,중복 FOOD_CD
P116-702070100-1025,토마토페이스트,중복 FOOD_CD
P116-702070100-1032,포모도리 튜토 솔,중복 FOOD_CD
P116-702070100-1036,표고버섯 홀,중복 FOOD_CD
P116-702070100-1047,헌트 토마토 페이스트,중복 FOOD_CD
P116-702070100-1048,헌트 토마토 퓨레,중복 FOOD_CD
P116-702070100-1071,냉동 그린 아스파라거스 (#606675),중복 FOOD_CD
P116-702070100-1088,냉동 혼합야채,중복 FOOD_CD
P116-702070100-1100,냉동야채튀김,중복 FOOD_CD
P116-702070100-1101,냉동야채튀김 B,중복 FOOD_CD
P116-702070100-1108,냉동혼합야채(4종),중복 FOOD_CD
P116-702070100-1115,다떼리노 토마토,중복 FOOD_CD
P116-702070100-1123,데친 고사리,중복 FOOD_CD
P116-702070100-1136,로스티드 베지터블 멜란지 [#1895773],중복 FOOD_CD
P116-702070100-1145,무띠 찹드 토마토,중복 FOOD_CD
P116-702070100-1146,무띠 토마토 페이스트 더블 콘센트레이티드,중복 FOOD_CD
P116-702070100-1176,사끼 타르투피 트러플 슬라이스,중복 FOOD_CD
P116-702070100-1182,산베니토 토마토 페이스트,중복 FOOD_CD
P116-702070100-1191,생강 페이스트,중복 FOOD_CD
P116-702070100-1194,선별 데침 고구마순,중복 FOOD_CD
P116-702070100-1195,선별 데침 곤드레,중복 FOOD_CD
P116-702070100-1213,아티초크 통조림,중복 FOOD_CD
P116-702070100-1217,양송이 슬라이스,중복 FOOD_CD
P116-702070100-1284,튀긴마늘 후레이크(마늘90%함유),중복 FOOD_CD
P116-702070100-1299,포모도리 필라티 이탈리아니,중복 FOOD_CD
P116-702070100-1303,포미 홀 필드 토마토,중복 FOOD_CD
P116-702070100-1307,표고버섯(채),중복 FOOD_CD
P116-702070100-1614,냉동단호박튀김,중복 FOOD_CD
P116-702070100-1636,베이비 뱀부슈트 인 브라인,중복 FOOD_CD
P116-702070100-1639,솔라니아 산마르자노 토마토,중복 FOOD_CD
P116-702070100-1662,토마토홀,중복 FOOD_CD
P116-702070100-1671,파사타 클라시카,중복 FOOD_CD
P116-702070100-1688,푸룬 홀,중복 FOOD_CD
P116-702070100-1691,피클리셔스 오이 크리스프 [#1946138],중복 FOOD_CD
P116-702070100-1753,냉동혼합야채(4종),중복 FOOD_CD
P116-702070100-1799,야채튀김,중복 FOOD_CD
P116-702070100-1814,죽순(편),중복 FOOD_CD
P116-702070100-1830,표고버섯(채),중복 FOOD_CD
P116-702070100-1831,표고버섯(홀),중복 FOOD_CD
P116-702070100-1866,냉동 얼갈이,중복 FOOD_CD
P116-702070100-1869,냉동 콜리플라워,중복 FOOD_CD
P116-702070100-1870,냉동 혼합야채 4종,중복 FOOD_CD
P116-702070100-1871,냉동 혼합야채 4종(급식용),중복 FOOD_CD
P116-702070100-1891,데침고사리,중복 FOOD_CD
P116-702070100-1892,데침고사리,중복 FOOD_CD
P116-702070100-1893,데침고사리,중복 FOOD_CD
P116-702070100-1896,동죽순(홀),중복 FOOD_CD
P116-702070100-1898,마늘 튀김 슬라이스,중복 FOOD_CD
P116-702070100-1918,삼대오백 통 흑마늘,중복 FOOD_CD
P116-702070100-1927,스팀 단호박,중복 FOOD_CD
P116-702070100-1934,양송이(편),중복 FOOD_CD
P116-702070100-1936,양송이통조림(특편),중복 FOOD_CD
P116-702070100-1939,완두콩칩,중복 FOOD_CD
P116-702070100-1970,튀긴마늘슬라이스(마늘90%함유)500g,중복 FOOD_CD
P116-702070100-1971,튀긴마늘슬라이스(마늘95%함유),중복 FOOD_CD
P116-702070100-2156,탄산아이스,중복 FOOD_CD
P116-702070100-2182,고추부각,중복 FOOD_CD
P116-702070100-2219,냉동 아욱,중복 FOOD_CD
P116-702070100-2238,냉동혼합야채(4종_볶음밥용),중복 FOOD_CD
P116-702070100-2252,대추호두말이,중복 FOOD_CD
P116-702070100-2255,데친 연근,중복 FOOD_CD
P116-702070100-2257,데친연근,중복 FOOD_CD
P116-702070100-2258,데친연근,중복 FOOD_CD
P116-702070100-2259,데친연근 (1kg),중복 FOOD_CD
P116-702070100-2261,데침 고구마순 (1kg x 10ea),중복 FOOD_CD
P116-702070100-2267,데침 고사리,중복 FOOD_CD
P116-702070100-2268,데침 고사리,중복 FOOD_CD
P116-702070100-2269,데침 고사리,중복 FOOD_CD
P116-702070100-2270,데침 고사리,중복 FOOD_CD
P116-702070100-2271,데침 고사리,중복 FOOD_CD
P116-702070100-2272,데침 고사리 (1KG * 10EA),중복 FOOD_CD
P116-702070100-2275,데침 고사리(1KG X 10),중복 FOOD_CD
P116-702070100-2281,데침 취나물,중복 FOOD_CD
P116-702070100-2286,데침고구마줄기,중복 FOOD_CD
P116-702070100-2290,데침고사리,중복 FOOD_CD
P116-702070100-2292,데침고사리,중복 FOOD_CD
P116-702070100-2294,데침연근,중복 FOOD_CD
P116-702070100-2313,망 누아 투이,중복 FOOD_CD
P116-702070100-2345,삶은연근,중복 FOOD_CD
P116-702070100-2346,삶은연근,중복 FOOD_CD
P116-702070100-2349,샐러그린 파우더,중복 FOOD_CD
P116-702070100-2379,양송이 특편,중복 FOOD_CD
P116-702070100-2387,양송이통조림(홀),중복 FOOD_CD
P116-702070100-2394,왕대추 호두말이,중복 FOOD_CD
P116-702070100-2401,자숙연근,중복 FOOD_CD
P116-702070100-2402,자숙연근,중복 FOOD_CD
P116-702070100-2403,자숙연근 (1KG),중복 FOOD_CD
P116-702070100-2405,자숙연근 1KG,중복 FOOD_CD
P116-702070100-2418,죽순통조림(홀),중복 FOOD_CD
P116-702070100-2483,한가네 데침 고사리,중복 FOOD_CD
P116-702070100-2484,한가네 삶은 연근,중복 FOOD_CD
P116-703070300-0499,냉동 가든 피스,중복 FOOD_CD
P116-703070300-0517,땅스 베이크드빈스,중복 FOOD_CD
P116-703070300-0537,마루코메 콩고기(블록타입),중복 FOOD_CD
P116-703070300-0548,발투센 유기농 화이트빈,중복 FOOD_CD
P116-703070300-0590,타마린드 시드리스,중복 FOOD_CD
P116-703070300-0597,한입찐강낭콩,중복 FOOD_CD
P116-703070300-0613,냉동자숙렌틸콩,중복 FOOD_CD
P116-703070300-0614,냉동자숙병아리콩,중복 FOOD_CD
P116-703070300-0615,두부스틱,중복 FOOD_CD
P116-703070300-0617,두유피 튀김,중복 FOOD_CD
P116-703070300-0624,랑카소이 치킨향,중복 FOOD_CD
P116-703070300-0640,베수 렌틸,중복 FOOD_CD
P116-703070300-0675,윈 콩 볶음,중복 FOOD_CD
P116-703070300-0724,간편한 하루 서리태,중복 FOOD_CD
P116-703070300-0793,유부롤,중복 FOOD_CD
P116-703070300-0797,타마린드,중복 FOOD_CD
P116-703070300-0802,라코스테냐 홀 블랙 빈스,중복 FOOD_CD
P116-703070300-0824,땅스 베이크드빈스(420g),중복 FOOD_CD
P116-703070300-0826,라즈드하니 소이 너게츠,중복 FOOD_CD
P116-703070300-0828,맛콩 검은콩,중복 FOOD_CD
P116-703070300-0833,부죽피,중복 FOOD_CD
P116-703070300-0834,분리대두단백,중복 FOOD_CD
P116-703070300-0843,윈 제비콩 볶음,중복 FOOD_CD
P116-703070300-0932,연서네 콩물,중복 FOOD_CD
P116-703070300-0943,진해서 더 고소한 국산콩 콩국물,중복 FOOD_CD
P116-704070400-0378,101해쉬브라운 (043270),중복 FOOD_CD
P116-704070400-0390,감자튀김 슈스트링,중복 FOOD_CD
P116-704070400-0393,고매 케이준 프라이 (036388),중복 FOOD_CD
P116-704070400-0395,냉동 구운 통감자 (239062),중복 FOOD_CD
P116-704070400-0449,스킨 온 10컷 랜치 웨지(반달 감자) 2KG (016366),중복 FOOD_CD
P116-704070400-0454,스킨온 해쉬브라운 큐브,중복 FOOD_CD
P116-704070400-0460,스파이시 코티드 포테이토 웨지,중복 FOOD_CD
P116-704070400-0474,와플 프라이,중복 FOOD_CD
P116-704070400-0477,울트라클리어 스킨온 레귤러컷 (025375),중복 FOOD_CD
P116-704070400-0485,촉촉한 고구마,중복 FOOD_CD
P116-704070400-0505,타이니 트라이앵글(미니삼각해쉬브라운) (283010),중복 FOOD_CD
P116-704070400-0550,해쉬브라운 패티,중복 FOOD_CD
P116-704070400-0572,냉동삶은감자,중복 FOOD_CD
P116-704070400-0582,냉동타로페이스트,중복 FOOD_CD
P116-704070400-0589,더치스 감자,중복 FOOD_CD
P116-704070400-0604,로스티스,중복 FOOD_CD
P116-704070400-0606,마이디벨 웨지스킨온 감자튀김,중복 FOOD_CD
P116-704070400-0608,마이디벨 케이준 감자튀김,중복 FOOD_CD
P116-704070400-0611,매쉬,중복 FOOD_CD
P116-704070400-0651,시즌드 배터드 후라이즈,중복 FOOD_CD
P116-704070400-0663,울트라 크리스피 코티드 레귤러컷,중복 FOOD_CD
P116-704070400-0665,울트라 크리스피 코티드 케이준 감자튀김,중복 FOOD_CD
P116-704070400-0667,웨찌포테이토,중복 FOOD_CD
P116-704070400-0670,카츠 1/4 슈스트링 프렌치 프라이 코팅냉동감자,중복 FOOD_CD
P116-704070400-0687,테이터 토츠,중복 FOOD_CD
P116-704070400-0693,펍스,중복 FOOD_CD
P116-704070400-0778,1/2 크링클 컷,중복 FOOD_CD
P116-704070400-0779,XLF 슈스트링,중복 FOOD_CD
P116-704070400-0802,스테이크컷 프라이,중복 FOOD_CD
P116-704070400-0809,엑스트라크리스피 트레디셔널 핸드컷 스타일 벨지안프라이,중복 FOOD_CD
P116-704070400-0820,웰프리츠 해쉬브라운패티,중복 FOOD_CD
P116-704070400-0824,케이준 프라이,중복 FOOD_CD
P116-704070400-0833,크링클컷,중복 FOOD_CD
P116-704070400-0836,팜프리츠 스위트 포테이토 프라이,중복 FOOD_CD
P116-704070400-0838,포테이토 웨지(반달감자),중복 FOOD_CD
P116-704070400-0868,냉동삶은감자(2KG),중복 FOOD_CD
P116-704070400-0890,스킨온 해쉬브라운-OIF00335A,중복 FOOD_CD
P116-704070400-0906,포테이토치즈고로케,중복 FOOD_CD
P116-704070400-0921,냉동 알감자,중복 FOOD_CD
P116-704070400-0939,"블루리본 3/8"" 크링클 컷 프라이 (줄무늬 감자) (259435)",중복 FOOD_CD
P116-704070400-0943,슈스트링 코티드 프렌치 프라이즈,중복 FOOD_CD
P116-704070400-0944,슈스트링 코팅 감자튀김,중복 FOOD_CD
P116-704070400-0952,웰프리츠 울트라크리스피 테이터펍스,중복 FOOD_CD
P116-704070400-0958,케이준 후라이,중복 FOOD_CD
P116-704070400-0964,테이터 샷 -2kg,중복 FOOD_CD
P116-704070400-0967,프라이타토스 슈스트링,중복 FOOD_CD
P116-704070400-0969,프라이타토스 크링클컷,중복 FOOD_CD
P116-704070400-0972,해쉬브라운 패티,중복 FOOD_CD
P116-704070400-0976,화이니스트 슈스트링 7MM,중복 FOOD_CD
P116-704070400-1048,비셰프 고구마튀김,중복 FOOD_CD
P116-705010200-0016,고마도후노모또 전분,중복 FOOD_CD
P116-705010200-0034,냉동 진주모양 타피오카볼,중복 FOOD_CD
P116-705010200-0063,반풍톰닥빗,중복 FOOD_CD
